Año,Local_ID,Local,Resultado_L,Resultado_V,Visitante_ID,Visitante,Fecha/Grupo,Evento
1931,13,Atlanta,1,3,17,Boca Juniors,Fecha 14,Campeonato 1931 
2021,14,Banfield,0,0,17,Boca Juniors, Fecha 2,Liga 2021
2019,14,Banfield,0,1,17,Boca Juniors, Fecha 4,Superliga 2019/20
2018,17,Boca Juniors,2,0,14,Banfield,Fecha 24,Superliga 2018/19 
2017,14,Banfield,0,1,17,Boca Juniors,Fecha 16,Superliga 2017/18 
2016,14,Banfield,0,2,17,Boca Juniors,Fecha 15,Campeonato 2016/17 
2015,17,Boca Juniors,3,0,14,Banfield,Fecha 26,Campeonato 2015 
2014,14,Banfield,1,1,17,Boca Juniors, Fecha 8,Torneo de Transicion 2014
2012,14,Banfield,1,1,17,Boca Juniors,Fecha 17,Torneo Clausura 2012 
2011,17,Boca Juniors,3,0,14,Banfield,Fecha 17,Torneo Apertura 2011 
2011,17,Boca Juniors,1,1,14,Banfield,Fecha 18,Torneo Clausura 2011 
2010,14,Banfield,0,0,17,Boca Juniors,Fecha 18,Torneo Apertura 2010 
2010,14,Banfield,3,0,17,Boca Juniors,Fecha 19,Torneo Clausura 2010 
2009,17,Boca Juniors,2,0,14,Banfield,Fecha 19,Torneo Apertura 2009 
2009,17,Boca Juniors,2,3,14,Banfield,Fecha 12,Torneo Clausura 2009 
2008,14,Banfield,0,1,17,Boca Juniors,Fecha 12,Torneo Apertura 2008 
2008,17,Boca Juniors,1,1,14,Banfield, Fecha 9,Torneo Clausura 2008
2007,14,Banfield,0,6,17,Boca Juniors, Fecha 9,Torneo Apertura 2007
2007,14,Banfield,0,4,17,Boca Juniors, Fecha 1,Torneo Clausura 2007
2006,17,Boca Juniors,3,0,14,Banfield, Fecha 1,Torneo Apertura 2006
2006,17,Boca Juniors,2,1,14,Banfield,Fecha 13,Torneo Clausura 2006 
2005,14,Banfield,1,1,17,Boca Juniors,Fecha 13,Torneo Apertura 2005 
2005,14,Banfield,3,2,17,Boca Juniors,Fecha 11,Torneo Clausura 2005 
2004,17,Boca Juniors,1,1,14,Banfield,Fecha 11,Torneo Apertura 2004 
2004,14,Banfield,1,2,17,Boca Juniors, Fecha 4,Torneo Clausura 2004
2003,17,Boca Juniors,3,3,14,Banfield, Fecha 4,Torneo Apertura 2003
2003,17,Boca Juniors,3,1,14,Banfield, Fecha 3,Torneo Clausura 2003
2002,14,Banfield,0,1,17,Boca Juniors, Fecha 3,Torneo Apertura 2002
2002,14,Banfield,1,0,17,Boca Juniors,Fecha 16,Torneo Clausura 2002 
2001,17,Boca Juniors,0,1,14,Banfield,Fecha 16,Torneo Apertura 2001 
1997,17,Boca Juniors,3,1,14,Banfield,Fecha 13,Torneo Clausura 1997 
1996,14,Banfield,3,1,17,Boca Juniors,Fecha 13,Torneo Apertura 1996 
1996,17,Boca Juniors,3,2,14,Banfield,Fecha 14,Torneo Clausura 1996 
1995,14,Banfield,0,2,17,Boca Juniors,Fecha 14,Torneo Apertura 1995 
1995,14,Banfield,0,2,17,Boca Juniors, Fecha 1,Torneo Clausura 1995
1994,17,Boca Juniors,1,2,14,Banfield, Fecha 1,Torneo Apertura 1994
1994,17,Boca Juniors,1,0,14,Banfield,Fecha 15,Torneo Clausura 1994 
1993,14,Banfield,1,0,17,Boca Juniors,Fecha 15,Torneo Apertura 1993 
1987,17,Boca Juniors,2,0,14,Banfield,Fecha 26,Campeonato 1987/88 
1987,14,Banfield,3,1,17,Boca Juniors, Fecha 7,Campeonato 1987/88
1978,14,Banfield,1,3,17,Boca Juniors,Fecha 30,Metropolitano 1978 
1978,17,Boca Juniors,0,3,14,Banfield, Fecha 9,Metropolitano 1978
1977,14,Banfield,0,1,17,Boca Juniors,Fecha 25,Metropolitano 1977 
1977,17,Boca Juniors,2,1,14,Banfield, Fecha 2,Metropolitano 1977
1976,17,Boca Juniors,5,0,14,Banfield, Grupo A,Metropolitano 1976
1976,14,Banfield,3,3,17,Boca Juniors, Grupo A,Metropolitano 1976
1976,17,Boca Juniors,2,1,14,Banfield,de Final,Nacional 1976 - Cuarto
1975,17,Boca Juniors,0,0,14,Banfield,Fecha 35,Metropolitano 1975 
1975,14,Banfield,1,0,17,Boca Juniors,Fecha 16,Metropolitano 1975 
1974,14,Banfield,1,4,17,Boca Juniors, Grupo A,Nacional 1974
1974,17,Boca Juniors,4,0,14,Banfield, Grupo A,Nacional 1974
1972,14,Banfield,0,0,17,Boca Juniors,Fecha 32,Metropolitano 1972 
1972,17,Boca Juniors,0,0,14,Banfield,Fecha 15,Metropolitano 1972 
1972,17,Boca Juniors,2,0,14,Banfield, Grupo B,Nacional 1972
1971,17,Boca Juniors,2,1,14,Banfield,Fecha 24,Metropolitano 1971 
1971,14,Banfield,3,1,17,Boca Juniors, Fecha 5,Metropolitano 1971
1970,17,Boca Juniors,1,0,14,Banfield,Fecha 21,Metropolitano 1970 
1970,14,Banfield,1,2,17,Boca Juniors, Grupo B,Nacional 1970
1970,17,Boca Juniors,3,0,14,Banfield, Grupo B,Nacional 1970
1969,17,Boca Juniors,4,0,14,Banfield, Grupo A,Metropolitano 1969
1969,14,Banfield,0,5,17,Boca Juniors, Grupo A,Metropolitano 1969
1968,17,Boca Juniors,0,3,14,Banfield, Grupo A,Metropolitano 1968
1968,14,Banfield,0,0,17,Boca Juniors, Grupo A,Metropolitano 1968
1966,14,Banfield,0,0,17,Boca Juniors,Fecha 22,Campeonato 1966 
1966,17,Boca Juniors,4,0,14,Banfield, Fecha 3,Campeonato 1966
1965,17,Boca Juniors,1,0,14,Banfield,Fecha 23,Campeonato 1965 
1965,14,Banfield,1,3,17,Boca Juniors, Fecha 6,Campeonato 1965
1964,14,Banfield,1,0,17,Boca Juniors,Fecha 22,Campeonato 1964 
1964,17,Boca Juniors,2,0,14,Banfield, Fecha 7,Campeonato 1964
1963,14,Banfield,2,0,17,Boca Juniors,Fecha 19,Campeonato 1963 
1963,17,Boca Juniors,0,0,14,Banfield, Fecha 6,Campeonato 1963
1954,17,Boca Juniors,2,1,14,Banfield,Fecha 18,Campeonato 1954 
1954,14,Banfield,1,2,17,Boca Juniors, Fecha 3,Campeonato 1954
1953,14,Banfield,1,2,17,Boca Juniors,Fecha 24,Campeonato 1953 
1953,17,Boca Juniors,2,0,14,Banfield, Fecha 9,Campeonato 1953
1952,14,Banfield,3,1,17,Boca Juniors,Fecha 23,Campeonato 1952 
1952,17,Boca Juniors,0,0,14,Banfield, Fecha 8,Campeonato 1952
1951,17,Boca Juniors,0,0,14,Banfield,Fecha 20,Campeonato 1951 
1951,14,Banfield,2,1,17,Boca Juniors, Fecha 3,Campeonato 1951
1950,14,Banfield,1,1,17,Boca Juniors,Fecha 34,Campeonato 1950 
1950,17,Boca Juniors,4,2,14,Banfield,Fecha 17,Campeonato 1950 
1949,17,Boca Juniors,3,1,14,Banfield,Fecha 26,Campeonato 1949 
1949,14,Banfield,1,1,17,Boca Juniors, Fecha 9,Campeonato 1949
1948,17,Boca Juniors,3,2,14,Banfield,Fecha 23,Campeonato 1948 
1948,14,Banfield,0,3,17,Boca Juniors, Fecha 8,Campeonato 1948
1947,17,Boca Juniors,4,1,14,Banfield,Fecha 17,Campeonato 1947 
1947,14,Banfield,1,0,17,Boca Juniors, Fecha 2,Campeonato 1947
1944,17,Boca Juniors,4,0,14,Banfield,Fecha 21,Campeonato 1944 
1944,14,Banfield,1,1,17,Boca Juniors, Fecha 6,Campeonato 1944
1943,17,Boca Juniors,3,1,14,Banfield,Fecha 26,Campeonato 1943 
1943,14,Banfield,0,0,17,Boca Juniors,Fecha 11,Campeonato 1943 
1942,14,Banfield,0,1,17,Boca Juniors,Fecha 20,Campeonato 1942 
1942,17,Boca Juniors,4,1,14,Banfield, Fecha 5,Campeonato 1942
1941,17,Boca Juniors,2,0,14,Banfield,Fecha 20,Campeonato 1941 
1941,14,Banfield,3,4,17,Boca Juniors, Fecha 5,Campeonato 1941
1940,17,Boca Juniors,1,0,14,Banfield,Fecha 21,Campeonato 1940 
2018,16,Belgrano,1,1,17,Boca Juniors,Fecha 18,Superliga 2018/19 
2017,17,Boca Juniors,4,0,16,Belgrano, Fecha 7,Superliga 2017/18
2016,17,Boca Juniors,3,0,16,Belgrano, Fecha 2,Campeonato 2016/17
2015,16,Belgrano,0,1,17,Boca Juniors,Fecha 18,Campeonato 2015 
2014,16,Belgrano,0,1,17,Boca Juniors, Fecha 2,Torneo de Transicion 2014
2014,17,Boca Juniors,2,3,16,Belgrano, Fecha 2,Torneo Final 2014
2013,16,Belgrano,1,2,17,Boca Juniors, Fecha 2,Torneo Inicial 2013
2013,17,Boca Juniors,0,0,16,Belgrano,Fecha 10,Torneo Final 2013 
2012,16,Belgrano,3,1,17,Boca Juniors,Fecha 10,Torneo Inicial 2012 
2012,16,Belgrano,1,1,17,Boca Juniors,Fecha 11,Torneo Clausura 2012 
2011,17,Boca Juniors,0,0,16,Belgrano,Fecha 11,Torneo Apertura 2011 
2007,17,Boca Juniors,1,0,16,Belgrano,Fecha 18,Torneo Clausura 2007 
2006,16,Belgrano,1,0,17,Boca Juniors,Fecha 18,Torneo Apertura 2006 
2002,16,Belgrano,2,3,17,Boca Juniors, Fecha 1,Torneo Clausura 2002
2001,17,Boca Juniors,1,3,16,Belgrano, Fecha 1,Torneo Apertura 2001
2001,17,Boca Juniors,1,1,16,Belgrano, Fecha 6,Torneo Clausura 2001
2000,16,Belgrano,1,3,17,Boca Juniors, Fecha 6,Torneo Apertura 2000
2000,17,Boca Juniors,5,1,16,Belgrano,Fecha 18,Torneo Clausura 2000 
1999,16,Belgrano,1,5,17,Boca Juniors,Fecha 18,Torneo Apertura 1999 
1999,17,Boca Juniors,1,0,16,Belgrano, Fecha 6,Torneo Clausura 1999
1998,16,Belgrano,2,4,17,Boca Juniors, Fecha 6,Torneo Apertura 1998
1996,17,Boca Juniors,2,0,16,Belgrano,Fecha 12,Torneo Clausura 1996 
1995,16,Belgrano,0,1,17,Boca Juniors,Fecha 12,Torneo Apertura 1995 
1995,17,Boca Juniors,0,1,16,Belgrano,Fecha 17,Torneo Clausura 1995 
1994,16,Belgrano,3,0,17,Boca Juniors,Fecha 17,Torneo Apertura 1994 
1994,16,Belgrano,1,0,17,Boca Juniors,Fecha 10,Torneo Clausura 1994 
1993,17,Boca Juniors,0,1,16,Belgrano,Fecha 10,Torneo Apertura 1993 
1993,16,Belgrano,1,1,17,Boca Juniors, Fecha 2,Torneo Clausura 1993
1992,17,Boca Juniors,2,0,16,Belgrano, Fecha 2,Torneo Apertura 1992
1992,16,Belgrano,1,0,17,Boca Juniors,Fecha 18,Torneo Clausura 1992 
1991,17,Boca Juniors,0,0,16,Belgrano,Fecha 18,Torneo Apertura 1991 
1974,17,Boca Juniors,1,0,16,Belgrano, Grupo A,Nacional 1974
1974,16,Belgrano,1,2,17,Boca Juniors, Grupo A,Nacional 1974
1973,16,Belgrano,3,2,17,Boca Juniors, Grupo B,Nacional 1973
1972,16,Belgrano,2,2,17,Boca Juniors, Grupo B,Nacional 1972
1968,17,Boca Juniors,3,1,16,Belgrano, Fecha 4,Nacional 1968
1959,18,Central Cba (R),0,2,17,Boca Juniors,Fecha 16,Campeonato 1959 
1959,17,Boca Juniors,2,1,18,Central Cba (R), Fecha 1,Campeonato 1959
1958,17,Boca Juniors,2,0,18,Central Cba (R),Fecha 19,Campeonato 1958 
1958,18,Central Cba (R),3,2,17,Boca Juniors, Fecha 4,Campeonato 1958
2019,19,Central Cba (SdE),0,4,17,Boca Juniors,Fecha 20,Superliga 2019/20 
1971,19,Central Cba (SdE),1,1,17,Boca Juniors, Grupo B,Nacional 1971
1967,17,Boca Juniors,1,2,19,Central Cba (SdE), Fecha 6,Nacional 1967
1982,20,Central Norte (S),2,1,17,Boca Juniors,Nacional,Torneo Nacional 1982 - Torne
1982,17,Boca Juniors,2,0,20,Central Norte (S),Nacional,Torneo Nacional 1982 - Torne
1977,17,Boca Juniors,2,0,20,Central Norte (S), Grupo B,Nacional 1977
1977,20,Central Norte (S),1,2,17,Boca Juniors, Grupo B,Nacional 1977
1974,20,Central Norte (S),0,3,17,Boca Juniors, Grupo A,Nacional 1974
1974,17,Boca Juniors,3,0,20,Central Norte (S), Grupo A,Nacional 1974
2017,17,Boca Juniors,1,0,21,Chacarita, Fecha 5,Superliga 2017/18
2010,21,Chacarita,4,1,17,Boca Juniors,Fecha 11,Torneo Clausura 2010 
2009,17,Boca Juniors,3,0,21,Chacarita,Fecha 11,Torneo Apertura 2009 
2004,21,Chacarita,0,2,17,Boca Juniors, Fecha 5,Torneo Clausura 2004
2003,17,Boca Juniors,2,0,21,Chacarita, Fecha 5,Torneo Apertura 2003
2003,21,Chacarita,0,2,17,Boca Juniors,Fecha 13,Torneo Clausura 2003 
2002,17,Boca Juniors,2,1,21,Chacarita,Fecha 13,Torneo Apertura 2002 
2002,21,Chacarita,1,1,17,Boca Juniors, Fecha 5,Torneo Clausura 2002
2001,17,Boca Juniors,3,1,21,Chacarita, Fecha 5,Torneo Apertura 2001
2001,17,Boca Juniors,4,4,21,Chacarita,Fecha 18,Torneo Clausura 2001 
2000,21,Chacarita,2,1,17,Boca Juniors,Fecha 18,Torneo Apertura 2000 
2000,21,Chacarita,0,4,17,Boca Juniors, Fecha 4,Torneo Clausura 2000
1999,17,Boca Juniors,2,0,21,Chacarita, Fecha 4,Torneo Apertura 1999
1985,21,Chacarita,1,3,17,Boca Juniors,Fecha 37,Campeonato 1985/86  
1985,17,Boca Juniors,2,2,21,Chacarita,Fecha 18,Campeonato 1985/86  
1984,21,Chacarita,0,0,17,Boca Juniors,Fecha 30,Metropolitano 1984 
1984,17,Boca Juniors,0,0,21,Chacarita,Fecha 11,Metropolitano 1984 
1979,21,Chacarita,0,0,17,Boca Juniors, Grupo B,Metropolitano 1979
1979,17,Boca Juniors,3,0,21,Chacarita, Grupo B,Metropolitano 1979
1978,17,Boca Juniors,4,3,21,Chacarita,Fecha 31,Metropolitano 1978 
1978,21,Chacarita,0,1,17,Boca Juniors,Fecha 10,Metropolitano 1978 
1978,21,Chacarita,2,3,17,Boca Juniors, Grupo B,Nacional 1978
1978,17,Boca Juniors,1,0,21,Chacarita, Grupo B,Nacional 1978
1977,21,Chacarita,1,2,17,Boca Juniors,Fecha 40,Metropolitano 1977 
1977,17,Boca Juniors,3,1,21,Chacarita,Fecha 17,Metropolitano 1977 
1977,17,Boca Juniors,3,0,21,Chacarita, Grupo B,Nacional 1977
1977,21,Chacarita,0,1,17,Boca Juniors, Grupo B,Nacional 1977
1976,21,Chacarita,1,2,17,Boca Juniors, Grupo A,Nacional 1976
1976,17,Boca Juniors,2,1,21,Chacarita, Grupo A,Nacional 1976
1975,21,Chacarita,1,5,17,Boca Juniors,Fecha 32,Metropolitano 1975 
1975,17,Boca Juniors,4,0,21,Chacarita,Fecha 13,Metropolitano 1975 
1974,21,Chacarita,2,2,17,Boca Juniors, Grupo B,Metropolitano 1974
1974,17,Boca Juniors,2,1,21,Chacarita, Grupo B,Metropolitano 1974
1973,21,Chacarita,1,2,17,Boca Juniors,Fecha 20,Metropolitano 1973 
1973,17,Boca Juniors,6,0,21,Chacarita, Fecha 4,Metropolitano 1973
1972,17,Boca Juniors,2,1,21,Chacarita,Fecha 33,Metropolitano 1972 
1972,21,Chacarita,2,1,17,Boca Juniors,Fecha 16,Metropolitano 1972 
1972,21,Chacarita,1,2,17,Boca Juniors, Grupo B,Nacional 1972
1971,17,Boca Juniors,2,0,21,Chacarita,Fecha 20,Metropolitano 1971 
1971,21,Chacarita,2,3,17,Boca Juniors, Fecha 1,Metropolitano 1971
1971,21,Chacarita,1,3,17,Boca Juniors, Grupo B,Nacional 1971
1970,17,Boca Juniors,2,0,21,Chacarita, Fecha 1,Metropolitano 1970
1970,17,Boca Juniors,2,0,21,Chacarita,ifinales,Nacional 1970 - S
1969,17,Boca Juniors,0,1,21,Chacarita, Grupo A,Metropolitano 1969
1969,21,Chacarita,0,0,17,Boca Juniors, Grupo A,Metropolitano 1969
1969,21,Chacarita,0,1,17,Boca Juniors,Fecha 10,Nacional 1969 
1966,17,Boca Juniors,1,1,21,Chacarita,Fecha 23,Campeonato 1966 
1966,21,Chacarita,0,0,17,Boca Juniors, Fecha 4,Campeonato 1966
1965,21,Chacarita,0,1,17,Boca Juniors,Fecha 31,Campeonato 1965 
1965,17,Boca Juniors,7,2,21,Chacarita,Fecha 14,Campeonato 1965 
1964,17,Boca Juniors,2,1,21,Chacarita,Fecha 30,Campeonato 1964 
1964,21,Chacarita,0,0,17,Boca Juniors,Fecha 15,Campeonato 1964 
1963,17,Boca Juniors,2,1,21,Chacarita,Fecha 18,Campeonato 1963 
1963,21,Chacarita,0,0,17,Boca Juniors, Fecha 5,Campeonato 1963
1962,21,Chacarita,0,0,17,Boca Juniors,Fecha 16,Campeonato 1962 
1962,17,Boca Juniors,2,1,21,Chacarita, Fecha 1,Campeonato 1962
1961,17,Boca Juniors,6,0,21,Chacarita,Fecha 25,Campeonato 1961 
1961,21,Chacarita,0,1,17,Boca Juniors,Fecha 10,Campeonato 1961 
1960,21,Chacarita,1,1,17,Boca Juniors,Fecha 25,Campeonato 1960 
1960,17,Boca Juniors,5,0,21,Chacarita,Fecha 10,Campeonato 1960 
1956,21,Chacarita,2,3,17,Boca Juniors,Fecha 24,Campeonato 1956 
1956,17,Boca Juniors,3,1,21,Chacarita, Fecha 9,Campeonato 1956
1955,17,Boca Juniors,1,1,21,Chacarita,Fecha 26,Campeonato 1955 
1955,21,Chacarita,1,1,17,Boca Juniors,Fecha 11,Campeonato 1955 
1954,21,Chacarita,1,2,17,Boca Juniors,Fecha 21,Campeonato 1954 
1954,17,Boca Juniors,1,0,21,Chacarita, Fecha 6,Campeonato 1954
1953,21,Chacarita,1,1,17,Boca Juniors,Fecha 28,Campeonato 1953 
1953,17,Boca Juniors,2,0,21,Chacarita,Fecha 13,Campeonato 1953 
1952,17,Boca Juniors,3,0,21,Chacarita,Fecha 20,Campeonato 1952 
1952,21,Chacarita,2,0,17,Boca Juniors, Fecha 5,Campeonato 1952
1951,21,Chacarita,1,1,17,Boca Juniors,Fecha 19,Campeonato 1951 
1951,17,Boca Juniors,1,1,21,Chacarita, Fecha 2,Campeonato 1951
1950,21,Chacarita,1,4,17,Boca Juniors,Fecha 22,Campeonato 1950 
1950,17,Boca Juniors,0,1,21,Chacarita, Fecha 5,Campeonato 1950
1949,21,Chacarita,1,0,17,Boca Juniors,Fecha 33,Campeonato 1949 
1949,17,Boca Juniors,1,0,21,Chacarita,Fecha 16,Campeonato 1949 
1948,17,Boca Juniors,3,3,21,Chacarita,Fecha 19,Campeonato 1948 
1948,21,Chacarita,5,1,17,Boca Juniors, Fecha 4,Campeonato 1948
1947,21,Chacarita,2,1,17,Boca Juniors,Fecha 29,Campeonato 1947 
1947,17,Boca Juniors,4,3,21,Chacarita,Fecha 14,Campeonato 1947 
1946,21,Chacarita,1,2,17,Boca Juniors,Fecha 18,Campeonato 1946 
1946,17,Boca Juniors,5,2,21,Chacarita, Fecha 3,Campeonato 1946
1945,17,Boca Juniors,2,2,21,Chacarita,Fecha 20,Campeonato 1945 
1945,21,Chacarita,3,5,17,Boca Juniors, Fecha 5,Campeonato 1945
1944,17,Boca Juniors,6,2,21,Chacarita,Fecha 17,Campeonato 1944 
1944,21,Chacarita,0,2,17,Boca Juniors, Fecha 2,Campeonato 1944
1943,17,Boca Juniors,10,1,21,Chacarita,Fecha 18,Campeonato 1943 
1943,21,Chacarita,2,2,17,Boca Juniors, Fecha 3,Campeonato 1943
1942,21,Chacarita,2,1,17,Boca Juniors,Fecha 18,Campeonato 1942 
1942,17,Boca Juniors,1,1,21,Chacarita, Fecha 3,Campeonato 1942
1940,17,Boca Juniors,2,0,21,Chacarita, Fecha 5,Campeonato 1940
1939,21,Chacarita,1,1,17,Boca Juniors,Fecha 27,Campeonato 1939 
1939,17,Boca Juniors,3,2,21,Chacarita,Fecha 10,Campeonato 1939 
1938,21,Chacarita,3,0,17,Boca Juniors,Fecha 25,Campeonato 1938 
1938,17,Boca Juniors,4,2,21,Chacarita, Fecha 8,Campeonato 1938
1937,21,Chacarita,3,2,17,Boca Juniors,Fecha 28,Campeonato 1937 
1937,17,Boca Juniors,5,2,21,Chacarita,Fecha 10,Campeonato 1937 
1936,17,Boca Juniors,4,0,21,Chacarita,Fecha 15,Campeonato 1936 
1936,21,Chacarita,2,0,17,Boca Juniors,Fecha 15,Copa de Honor 1936 
1935,21,Chacarita,1,2,17,Boca Juniors,Fecha 30,Campeonato 1935 
1935,17,Boca Juniors,3,0,21,Chacarita,Fecha 13,Campeonato 1935 
1934,21,Chacarita,1,3,17,Boca Juniors,Fecha 27,Campeonato 1934 
1934,21,Chacarita,2,2,17,Boca Juniors,Fecha 16,Campeonato 1934 
1934,17,Boca Juniors,3,2,21,Chacarita, Fecha 3,Campeonato 1934
1933,21,Chacarita,1,4,17,Boca Juniors,Fecha 30,Campeonato 1933 
1933,17,Boca Juniors,4,1,21,Chacarita,Fecha 13,Campeonato 1933 
1932,21,Chacarita,2,1,17,Boca Juniors,Fecha 22,Campeonato 1932 
1932,17,Boca Juniors,0,2,21,Chacarita, Fecha 5,Campeonato 1932
1931,21,Chacarita,3,1,17,Boca Juniors,Fecha 18,Campeonato 1931 
1931,17,Boca Juniors,0,0,21,Chacarita, Fecha 1,Campeonato 1931
1991,22,Chaco For Ever,0,0,17,Boca Juniors, Fecha 5,Torneo Clausura 1991
1990,17,Boca Juniors,0,0,22,Chaco For Ever, Fecha 5,Campeonato 1990/91
1989,17,Boca Juniors,0,0,22,Chaco For Ever,Fecha 37,Campeonato 1989/90 
1989,22,Chaco For Ever,1,1,17,Boca Juniors,Fecha 18,Campeonato 1989/90 
1988,17,Boca Juniors,2,1,22,Chaco For Ever,rtadores,Campeonato 1988/89 - Liguilla Li
1988,22,Chaco For Ever,0,1,17,Boca Juniors,rtadores,Campeonato 1988/89 - Liguilla Li
1979,22,Chaco For Ever,0,0,17,Boca Juniors, Grupo D,Nacional 1979
1979,17,Boca Juniors,3,1,22,Chaco For Ever, Grupo D,Nacional 1979
1973,17,Boca Juniors,5,0,22,Chaco For Ever, Grupo B,Nacional 1973
1967,17,Boca Juniors,3,1,22,Chaco For Ever, Fecha 1,Nacional 1967
1979,23,Cipolletti,1,1,17,Boca Juniors, Grupo D,Nacional 1979
1979,17,Boca Juniors,2,1,23,Cipolletti, Grupo D,Nacional 1979
1977,23,Cipolletti,4,2,17,Boca Juniors, Grupo B,Nacional 1977
1977,17,Boca Juniors,4,1,23,Cipolletti, Grupo B,Nacional 1977
2019,25,Colon,0,4,17,Boca Juniors,Fecha 22,Superliga 2019/20 
2018,17,Boca Juniors,3,1,25,Colon, Fecha 7,Superliga 2018/19
2017,17,Boca Juniors,2,0,25,Colon,Fecha 13,Superliga 2017/18 
2016,17,Boca Juniors,4,1,25,Colon,Fecha 14,Campeonato 2016/17 
2015,25,Colon,1,1,17,Boca Juniors, Fecha 4,Campeonato 2015
2014,25,Colon,0,0,17,Boca Juniors,Fecha 13,Torneo Final 2014 
2013,17,Boca Juniors,2,0,25,Colon,Fecha 13,Torneo Inicial 2013 
2013,17,Boca Juniors,1,0,25,Colon,Fecha 14,Torneo Final 2013 
2012,25,Colon,0,0,17,Boca Juniors,Fecha 14,Torneo Inicial 2012 
2012,17,Boca Juniors,1,0,25,Colon,Fecha 12,Torneo Clausura 2012 
2011,25,Colon,0,2,17,Boca Juniors,Fecha 12,Torneo Apertura 2011 
2011,25,Colon,0,1,17,Boca Juniors, Fecha 7,Torneo Clausura 2011
2010,17,Boca Juniors,3,1,25,Colon, Fecha 7,Torneo Apertura 2010
2010,25,Colon,3,0,17,Boca Juniors,Fecha 13,Torneo Clausura 2010 
2009,17,Boca Juniors,0,0,25,Colon,Fecha 13,Torneo Apertura 2009 
2009,25,Colon,1,3,17,Boca Juniors,Fecha 19,Torneo Clausura 2009 
2008,17,Boca Juniors,3,2,25,Colon,Fecha 19,Torneo Apertura 2008 
2008,17,Boca Juniors,2,1,25,Colon, Fecha 7,Torneo Clausura 2008
2007,25,Colon,1,0,17,Boca Juniors, Fecha 7,Torneo Apertura 2007
2007,25,Colon,2,1,17,Boca Juniors,Fecha 17,Torneo Clausura 2007 
2006,17,Boca Juniors,4,1,25,Colon,Fecha 17,Torneo Apertura 2006 
2006,25,Colon,1,2,17,Boca Juniors,Fecha 14,Torneo Clausura 2006 
2005,17,Boca Juniors,0,1,25,Colon,Fecha 14,Torneo Apertura 2005 
2005,17,Boca Juniors,1,1,25,Colon,Fecha 10,Torneo Clausura 2005 
2004,25,Colon,1,0,17,Boca Juniors,Fecha 10,Torneo Apertura 2004 
2004,17,Boca Juniors,0,0,25,Colon,Fecha 18,Torneo Clausura 2004 
2003,25,Colon,2,1,17,Boca Juniors,Fecha 18,Torneo Apertura 2003 
2003,17,Boca Juniors,2,0,25,Colon,Fecha 12,Torneo Clausura 2003 
2002,25,Colon,1,0,17,Boca Juniors,Fecha 12,Torneo Apertura 2002 
2002,25,Colon,1,3,17,Boca Juniors, Fecha 3,Torneo Clausura 2002
2001,17,Boca Juniors,0,0,25,Colon, Fecha 3,Torneo Apertura 2001
2001,17,Boca Juniors,3,1,25,Colon,Fecha 12,Torneo Clausura 2001 
2000,25,Colon,0,0,17,Boca Juniors,Fecha 12,Torneo Apertura 2000 
2000,17,Boca Juniors,3,2,25,Colon,Fecha 14,Torneo Clausura 2000 
1999,25,Colon,1,2,17,Boca Juniors,Fecha 14,Torneo Apertura 1999 
1999,17,Boca Juniors,1,1,25,Colon,Fecha 10,Torneo Clausura 1999 
1998,25,Colon,0,3,17,Boca Juniors,Fecha 10,Torneo Apertura 1998 
1998,25,Colon,2,2,17,Boca Juniors, Fecha 9,Torneo Clausura 1998
1997,17,Boca Juniors,2,1,25,Colon, Fecha 9,Torneo Apertura 1997
1997,25,Colon,1,0,17,Boca Juniors, Fecha 2,Torneo Clausura 1997
1996,17,Boca Juniors,2,3,25,Colon, Fecha 2,Torneo Apertura 1996
1996,25,Colon,1,0,17,Boca Juniors, Fecha 9,Torneo Clausura 1996
1995,17,Boca Juniors,1,0,25,Colon, Fecha 9,Torneo Apertura 1995
1981,25,Colon,0,2,17,Boca Juniors,Fecha 31,Metropolitano 1981 
1981,17,Boca Juniors,3,0,25,Colon,Fecha 14,Metropolitano 1981 
1980,25,Colon,0,1,17,Boca Juniors,Fecha 29,Metropolitano 1980 
1980,17,Boca Juniors,1,0,25,Colon,Fecha 10,Metropolitano 1980 
1979,25,Colon,1,0,17,Boca Juniors, Grupo B,Metropolitano 1979
1979,17,Boca Juniors,2,0,25,Colon, Grupo B,Metropolitano 1979
1978,25,Colon,2,2,17,Boca Juniors,Fecha 24,Metropolitano 1978 
1978,17,Boca Juniors,1,0,25,Colon, Fecha 3,Metropolitano 1978
1977,17,Boca Juniors,2,0,25,Colon,Fecha 32,Metropolitano 1977 
1977,25,Colon,1,1,17,Boca Juniors, Fecha 9,Metropolitano 1977
1976,25,Colon,1,2,17,Boca Juniors,da Final,Metropolitano 1976 - R
1976,25,Colon,1,0,17,Boca Juniors, Grupo A,Metropolitano 1976
1976,17,Boca Juniors,1,0,25,Colon, Grupo A,Metropolitano 1976
1975,17,Boca Juniors,2,1,25,Colon,Fecha 31,Metropolitano 1975 
1975,25,Colon,1,0,17,Boca Juniors,Fecha 12,Metropolitano 1975 
1974,17,Boca Juniors,3,1,25,Colon, Grupo B,Metropolitano 1974
1974,25,Colon,4,1,17,Boca Juniors, Grupo B,Metropolitano 1974
1973,25,Colon,0,2,17,Boca Juniors,Fecha 30,Metropolitano 1973 
